 0.0000000E+00  0.0000000E+00
 1.0010010E-03  0.0000000E+00
 2.0020020E-03  0.0000000E+00
 3.0030030E-03  0.0000000E+00
 4.0040040E-03  0.0000000E+00
 5.0050050E-03  0.0000000E+00
 6.0060060E-03  0.0000000E+00
 7.0070070E-03  0.0000000E+00
 8.0080080E-03  0.0000000E+00
 9.0090090E-03  0.0000000E+00
 1.0010010E-02  0.0000000E+00
 1.1011011E-02  0.0000000E+00
 1.2012012E-02  0.0000000E+00
 1.3013013E-02  0.0000000E+00
 1.4014014E-02  0.0000000E+00
 1.5015015E-02  0.0000000E+00
 1.6016016E-02  0.0000000E+00
 1.7017017E-02  0.0000000E+00
 1.8018018E-02  0.0000000E+00
 1.9019019E-02  0.0000000E+00
 2.0020020E-02  0.0000000E+00
 2.1021021E-02 -1.1063695E-06
 2.2022022E-02 -5.3790633E-05
 2.3023023E-02 -1.0647490E-04
 2.4024024E-02 -1.5915916E-04
 2.5025025E-02 -2.1184342E-04
 2.6026026E-02 -2.6452769E-04
 2.7027027E-02 -3.1721195E-04
 2.8028028E-02 -3.6989621E-04
 2.9029029E-02 -4.2258048E-04
 3.0030030E-02 -4.7526474E-04
 3.1031031E-02 -5.2794900E-04
 3.2032032E-02 -5.8063326E-04
 3.3033033E-02 -6.3331753E-04
 3.4034034E-02 -6.8600179E-04
 3.5035035E-02 -7.3868605E-04
 3.6036036E-02 -7.9137032E-04
 3.7037037E-02 -8.4405458E-04
 3.8038038E-02 -8.9673884E-04
 3.9039039E-02 -9.4942311E-04
 4.0040040E-02 -1.0000000E-03
 4.1041041E-02 -1.0000000E-03
 4.2042042E-02 -1.0000000E-03
 4.3043043E-02 -1.0000000E-03
 4.4044044E-02 -1.0000000E-03
 4.5045045E-02 -1.0000000E-03
 4.6046046E-02 -1.0000000E-03
 4.7047047E-02 -1.0000000E-03
 4.8048048E-02 -1.0000000E-03
 4.9049049E-02 -1.0000000E-03
 5.0050050E-02 -1.0000000E-03
 5.1051051E-02 -1.0000000E-03
 5.2052052E-02 -1.0000000E-03
 5.3053053E-02 -1.0000000E-03
 5.4054054E-02 -1.0000000E-03
 5.5055055E-02 -1.0000000E-03
 5.6056056E-02 -1.0000000E-03
 5.7057057E-02 -1.0000000E-03
 5.8058058E-02 -1.0000000E-03
 5.9059059E-02 -1.0000000E-03
 6.0060060E-02 -1.0000000E-03
 6.1061061E-02 -1.0000000E-03
 6.2062062E-02 -1.0000000E-03
 6.3063063E-02 -1.0000000E-03
 6.4064064E-02 -1.0000000E-03
 6.5065065E-02 -1.0000000E-03
 6.6066066E-02 -1.0000000E-03
 6.7067067E-02 -1.0000000E-03
 6.8068068E-02 -1.0000000E-03
 6.9069069E-02 -1.0000000E-03
 7.0070070E-02 -1.0000000E-03
 7.1071071E-02 -1.0000000E-03
 7.2072072E-02 -1.0000000E-03
 7.3073073E-02 -1.0000000E-03
 7.4074074E-02 -1.0000000E-03
 7.5075075E-02 -1.0000000E-03
 7.6076076E-02 -1.0000000E-03
 7.7077077E-02 -1.0000000E-03
 7.8078078E-02 -1.0000000E-03
 7.9079079E-02 -1.0000000E-03
 8.0080080E-02 -1.0000000E-03
 8.1081081E-02 -1.0000000E-03
 8.2082082E-02 -1.0000000E-03
 8.3083083E-02 -1.0000000E-03
 8.4084084E-02 -1.0000000E-03
 8.5085085E-02 -1.0000000E-03
 8.6086086E-02 -1.0000000E-03
 8.7087087E-02 -1.0000000E-03
 8.8088088E-02 -1.0000000E-03
 8.9089089E-02 -1.0000000E-03
 9.0090090E-02 -1.0000000E-03
 9.1091091E-02 -1.0000000E-03
 9.2092092E-02 -1.0000000E-03
 9.3093093E-02 -1.0000000E-03
 9.4094094E-02 -1.0000000E-03
 9.5095095E-02 -1.0000000E-03
 9.6096096E-02 -1.0000000E-03
 9.7097097E-02 -1.0000000E-03
 9.8098098E-02 -1.0000000E-03
 9.9099099E-02 -1.0000000E-03
 1.0010010E-01 -1.0000000E-03
 1.0110110E-01 -1.0000000E-03
 1.0210210E-01 -1.0000000E-03
 1.0310310E-01 -1.0000000E-03
 1.0410410E-01 -1.0000000E-03
 1.0510511E-01 -1.0000000E-03
 1.0610611E-01 -1.0000000E-03
 1.0710711E-01 -1.0000000E-03
 1.0810811E-01 -1.0000000E-03
 1.0910911E-01 -1.0000000E-03
 1.1011011E-01 -1.0000000E-03
 1.1111111E-01 -1.0000000E-03
 1.1211211E-01 -1.0000000E-03
 1.1311311E-01 -1.0000000E-03
 1.1411411E-01 -1.0000000E-03
 1.1511512E-01 -1.0000000E-03
 1.1611612E-01 -1.0000000E-03
 1.1711712E-01 -1.0000000E-03
 1.1811812E-01 -1.0000000E-03
 1.1911912E-01 -1.0000000E-03
 1.2012012E-01 -1.0000000E-03
 1.2112112E-01 -1.0000000E-03
 1.2212212E-01 -1.0000000E-03
 1.2312312E-01 -1.0000000E-03
 1.2412412E-01 -1.0000000E-03
 1.2512513E-01 -1.0000000E-03
 1.2612613E-01 -1.0000000E-03
 1.2712713E-01 -1.0000000E-03
 1.2812813E-01 -1.0000000E-03
 1.2912913E-01 -1.0000000E-03
 1.3013013E-01 -1.0000000E-03
 1.3113113E-01 -1.0000000E-03
 1.3213213E-01 -1.0000000E-03
 1.3313313E-01 -1.0000000E-03
 1.3413413E-01 -1.0000000E-03
 1.3513514E-01 -1.0000000E-03
 1.3613614E-01 -1.0000000E-03
 1.3713714E-01 -1.0000000E-03
 1.3813814E-01 -1.0000000E-03
 1.3913914E-01 -1.0000000E-03
 1.4014014E-01 -1.0000000E-03
 1.4114114E-01 -1.0000000E-03
 1.4214214E-01 -1.0000000E-03
 1.4314314E-01 -1.0000000E-03
 1.4414414E-01 -1.0000000E-03
 1.4514515E-01 -1.0000000E-03
 1.4614615E-01 -1.0000000E-03
 1.4714715E-01 -1.0000000E-03
 1.4814815E-01 -1.0000000E-03
 1.4914915E-01 -1.0000000E-03
 1.5015015E-01 -1.0000000E-03
 1.5115115E-01 -1.0000000E-03
 1.5215215E-01 -1.0000000E-03
 1.5315315E-01 -1.0000000E-03
 1.5415415E-01 -1.0000000E-03
 1.5515516E-01 -1.0000000E-03
 1.5615616E-01 -1.0000000E-03
 1.5715716E-01 -1.0000000E-03
 1.5815816E-01 -1.0000000E-03
 1.5915916E-01 -1.0000000E-03
 1.6016016E-01 -1.0000000E-03
 1.6116116E-01 -1.0000000E-03
 1.6216216E-01 -1.0000000E-03
 1.6316316E-01 -1.0000000E-03
 1.6416416E-01 -1.0000000E-03
 1.6516517E-01 -1.0000000E-03
 1.6616617E-01 -1.0000000E-03
 1.6716717E-01 -1.0000000E-03
 1.6816817E-01 -1.0000000E-03
 1.6916917E-01 -1.0000000E-03
 1.7017017E-01 -1.0000000E-03
 1.7117117E-01 -1.0000000E-03
 1.7217217E-01 -1.0000000E-03
 1.7317317E-01 -1.0000000E-03
 1.7417417E-01 -1.0000000E-03
 1.7517518E-01 -1.0000000E-03
 1.7617618E-01 -1.0000000E-03
 1.7717718E-01 -1.0000000E-03
 1.7817818E-01 -1.0000000E-03
 1.7917918E-01 -1.0000000E-03
 1.8018018E-01 -1.0000000E-03
 1.8118118E-01 -1.0000000E-03
 1.8218218E-01 -1.0000000E-03
 1.8318318E-01 -1.0000000E-03
 1.8418418E-01 -1.0000000E-03
 1.8518519E-01 -1.0000000E-03
 1.8618619E-01 -1.0000000E-03
 1.8718719E-01 -1.0000000E-03
 1.8818819E-01 -1.0000000E-03
 1.8918919E-01 -1.0000000E-03
 1.9019019E-01 -1.0000000E-03
 1.9119119E-01 -1.0000000E-03
 1.9219219E-01 -1.0000000E-03
 1.9319319E-01 -1.0000000E-03
 1.9419419E-01 -1.0000000E-03
 1.9519520E-01 -1.0000000E-03
 1.9619620E-01 -1.0000000E-03
 1.9719720E-01 -1.0000000E-03
 1.9819820E-01 -1.0000000E-03
 1.9919920E-01 -1.0000000E-03
 2.0020020E-01 -1.0000000E-03
 2.0120120E-01 -1.0000000E-03
 2.0220220E-01 -1.0000000E-03
 2.0320320E-01 -1.0000000E-03
 2.0420420E-01 -1.0000000E-03
 2.0520521E-01 -1.0000000E-03
 2.0620621E-01 -1.0000000E-03
 2.0720721E-01 -1.0000000E-03
 2.0820821E-01 -1.0000000E-03
 2.0920921E-01 -1.0000000E-03
 2.1021021E-01 -1.0000000E-03
 2.1121121E-01 -1.0000000E-03
 2.1221221E-01 -1.0000000E-03
 2.1321321E-01 -1.0000000E-03
 2.1421421E-01 -1.0000000E-03
 2.1521522E-01 -1.0000000E-03
 2.1621622E-01 -1.0000000E-03
 2.1721722E-01 -1.0000000E-03
 2.1821822E-01 -1.0000000E-03
 2.1921922E-01 -1.0000000E-03
 2.2022022E-01 -1.0000000E-03
 2.2122122E-01 -1.0000000E-03
 2.2222222E-01 -1.0000000E-03
 2.2322322E-01 -1.0000000E-03
 2.2422422E-01 -1.0000000E-03
 2.2522523E-01 -1.0000000E-03
 2.2622623E-01 -1.0000000E-03
 2.2722723E-01 -1.0000000E-03
 2.2822823E-01 -1.0000000E-03
 2.2922923E-01 -1.0000000E-03
 2.3023023E-01 -1.0000000E-03
 2.3123123E-01 -1.0000000E-03
 2.3223223E-01 -1.0000000E-03
 2.3323323E-01 -1.0000000E-03
 2.3423423E-01 -1.0000000E-03
 2.3523524E-01 -1.0000000E-03
 2.3623624E-01 -1.0000000E-03
 2.3723724E-01 -1.0000000E-03
 2.3823824E-01 -1.0000000E-03
 2.3923924E-01 -1.0000000E-03
 2.4024024E-01 -1.0000000E-03
 2.4124124E-01 -1.0000000E-03
 2.4224224E-01 -1.0000000E-03
 2.4324324E-01 -1.0000000E-03
 2.4424424E-01 -1.0000000E-03
 2.4524525E-01 -1.0000000E-03
 2.4624625E-01 -1.0000000E-03
 2.4724725E-01 -1.0000000E-03
 2.4824825E-01 -1.0000000E-03
 2.4924925E-01 -1.0000000E-03
 2.5025025E-01 -1.0000000E-03
 2.5125125E-01 -1.0000000E-03
 2.5225225E-01 -1.0000000E-03
 2.5325325E-01 -1.0000000E-03
 2.5425425E-01 -1.0000000E-03
